Timestamp,Generation_kW,Grid_Feed-In_kW,Grid_Supply_kW,Overall_Consumption_Calc_kW
2019-01-01 00:00:00,0.000,0.000,5.400,5.400
2019-01-01 00:15:00,0.000,0.000,6.000,6.000
2019-01-01 00:30:00,0.000,0.000,5.700,5.700
2019-01-01 00:45:00,0.000,0.000,6.000,6.000
2019-01-01 01:00:00,0.000,0.000,5.700,5.700
2019-01-01 01:15:00,0.000,0.000,5.700,5.700
2019-01-01 01:30:00,0.000,0.000,5.400,5.400
2019-01-01 01:45:00,0.000,0.000,5.400,5.400
2019-01-01 02:00:00,0.000,0.000,5.700,5.700
2019-01-01 02:15:00,0.000,0.000,6.000,6.000
2019-01-01 02:30:00,0.000,0.000,5.400,5.400
2019-01-01 02:45:00,0.000,0.000,5.400,5.400
2019-01-01 03:00:00,0.000,0.000,5.700,5.700
2019-01-01 03:15:00,0.000,0.000,5.400,5.400
2019-01-01 03:30:00,0.000,0.000,5.700,5.700
2019-01-01 03:45:00,0.000,0.000,5.400,5.400
2019-01-01 04:00:00,0.000,0.000,5.400,5.400
2019-01-01 04:15:00,0.000,0.000,5.700,5.700
2019-01-01 04:30:00,0.000,0.000,5.700,5.700
2019-01-01 04:45:00,0.000,0.000,5.700,5.700
2019-01-01 05:00:00,0.000,0.000,6.000,6.000
2019-01-01 05:15:00,0.000,0.000,5.700,5.700
2019-01-01 05:30:00,0.000,0.000,5.400,5.400
2019-01-01 05:45:00,0.000,0.000,5.700,5.700
2019-01-01 06:00:00,0.000,0.000,5.700,5.700
2019-01-01 06:15:00,0.000,0.000,9.900,9.900
2019-01-01 06:30:00,0.000,0.000,7.800,7.800
2019-01-01 06:45:00,0.000,0.000,7.800,7.800
2019-01-01 07:00:00,0.000,0.000,7.800,7.800
2019-01-01 07:15:00,0.000,0.000,7.800,7.800
2019-01-01 07:30:00,0.000,0.000,7.800,7.800
2019-01-01 07:45:00,0.000,0.000,8.400,8.400
2019-01-01 08:00:00,0.000,0.000,7.800,7.800
2019-01-01 08:15:00,0.000,0.000,7.500,7.500
2019-01-01 08:30:00,0.000,0.000,7.200,7.200
2019-01-01 08:45:00,0.300,0.000,7.200,7.500
2019-01-01 09:00:00,0.900,0.000,6.600,7.500
2019-01-01 09:15:00,2.700,0.000,4.800,7.500
2019-01-01 09:30:00,6.300,0.000,2.400,8.700
2019-01-01 09:45:00,9.000,1.500,0.000,7.500
2019-01-01 10:00:00,8.400,1.200,0.000,7.200
2019-01-01 10:15:00,3.600,0.000,3.900,7.500
2019-01-01 10:30:00,10.500,2.700,0.000,7.800
2019-01-01 10:45:00,14.400,6.600,0.000,7.800
2019-01-01 11:00:00,15.000,6.300,0.000,8.700
2019-01-01 11:15:00,14.700,6.900,0.000,7.800
2019-01-01 11:30:00,24.000,16.800,0.000,7.200
2019-01-01 11:45:00,38.100,30.600,0.000,7.500
2019-01-01 12:00:00,46.500,39.300,0.000,7.200
2019-01-01 12:15:00,16.800,9.300,0.000,7.500
2019-01-01 12:30:00,11.400,3.000,0.000,8.400
2019-01-01 12:45:00,17.100,9.600,0.000,7.500
2019-01-01 13:00:00,10.800,3.300,0.000,7.500
2019-01-01 13:15:00,18.600,11.100,0.000,7.500
2019-01-01 13:30:00,13.200,6.000,0.000,7.200
2019-01-01 13:45:00,4.200,0.000,3.300,7.500
2019-01-01 14:00:00,2.700,0.000,5.700,8.400
2019-01-01 14:15:00,3.000,0.000,4.500,7.500
2019-01-01 14:30:00,2.100,0.000,5.400,7.500
2019-01-01 14:45:00,1.200,0.000,6.300,7.500
2019-01-01 15:00:00,1.500,0.000,6.000,7.500
2019-01-01 15:15:00,0.000,0.000,7.500,7.500
2019-01-01 15:30:00,0.300,0.000,7.500,7.800
2019-01-01 15:45:00,0.000,0.000,7.800,7.800
2019-01-01 16:00:00,0.000,0.000,7.200,7.200
2019-01-01 16:15:00,0.000,0.000,7.200,7.200
2019-01-01 16:30:00,0.000,0.000,7.500,7.500
2019-01-01 16:45:00,0.000,0.000,7.500,7.500
2019-01-01 17:00:00,0.000,0.000,7.500,7.500
2019-01-01 17:15:00,0.000,0.000,7.500,7.500
2019-01-01 17:30:00,0.000,0.000,7.500,7.500
2019-01-01 17:45:00,0.000,0.000,7.500,7.500
2019-01-01 18:00:00,0.000,0.000,7.200,7.200
2019-01-01 18:15:00,0.000,0.000,7.500,7.500
2019-01-01 18:30:00,0.000,0.000,7.500,7.500
2019-01-01 18:45:00,0.000,0.000,7.500,7.500
2019-01-01 19:00:00,0.000,0.000,7.800,7.800
2019-01-01 19:15:00,0.000,0.000,7.200,7.200
2019-01-01 19:30:00,0.000,0.000,7.500,7.500
2019-01-01 19:45:00,0.000,0.000,7.500,7.500
2019-01-01 20:00:00,0.000,0.000,7.200,7.200
2019-01-01 20:15:00,0.000,0.000,6.000,6.000
2019-01-01 20:30:00,0.000,0.000,5.700,5.700
2019-01-01 20:45:00,0.000,0.000,5.400,5.400
2019-01-01 21:00:00,0.000,0.000,6.000,6.000
2019-01-01 21:15:00,0.000,0.000,5.400,5.400
2019-01-01 21:30:00,0.000,0.000,5.700,5.700
2019-01-01 21:45:00,0.000,0.000,5.700,5.700
2019-01-01 22:00:00,0.000,0.000,6.000,6.000
2019-01-01 22:15:00,0.000,0.000,5.400,5.400
2019-01-01 22:30:00,0.000,0.000,5.700,5.700
2019-01-01 22:45:00,0.000,0.000,6.000,6.000
2019-01-01 23:00:00,0.000,0.000,6.000,6.000
2019-01-01 23:15:00,0.000,0.000,5.700,5.700
2019-01-01 23:30:00,0.000,0.000,5.400,5.400
2019-01-01 23:45:00,0.000,0.000,5.700,5.700
2019-01-02 00:00:00,0.000,0.000,5.700,5.700
2019-01-02 00:15:00,0.000,0.000,5.400,5.400
2019-01-02 00:30:00,0.000,0.000,5.700,5.700
2019-01-02 00:45:00,0.000,0.000,5.400,5.400
2019-01-02 01:00:00,0.000,0.000,5.400,5.400
2019-01-02 01:15:00,0.000,0.000,5.700,5.700
2019-01-02 01:30:00,0.000,0.000,5.400,5.400
2019-01-02 01:45:00,0.000,0.000,5.700,5.700
2019-01-02 02:00:00,0.000,0.000,5.700,5.700
2019-01-02 02:15:00,0.000,0.000,5.700,5.700
2019-01-02 02:30:00,0.000,0.000,5.400,5.400
2019-01-02 02:45:00,0.000,0.000,5.700,5.700
2019-01-02 03:00:00,0.000,0.000,5.700,5.700
2019-01-02 03:15:00,0.000,0.000,5.700,5.700
2019-01-02 03:30:00,0.000,0.000,5.700,5.700
2019-01-02 03:45:00,0.000,0.000,5.400,5.400
2019-01-02 04:00:00,0.000,0.000,5.700,5.700
2019-01-02 04:15:00,0.000,0.000,5.400,5.400
2019-01-02 04:30:00,0.000,0.000,5.700,5.700
2019-01-02 04:45:00,0.000,0.000,5.700,5.700
2019-01-02 05:00:00,0.000,0.000,5.700,5.700
2019-01-02 05:15:00,0.000,0.000,6.000,6.000
2019-01-02 05:30:00,0.000,0.000,6.000,6.000
2019-01-02 05:45:00,0.000,0.000,5.700,5.700
2019-01-02 06:00:00,0.000,0.000,6.300,6.300
2019-01-02 06:15:00,0.000,0.000,10.200,10.200
2019-01-02 06:30:00,0.000,0.000,7.800,7.800
2019-01-02 06:45:00,0.000,0.000,7.500,7.500
2019-01-02 07:00:00,0.000,0.000,7.500,7.500
2019-01-02 07:15:00,0.000,0.000,8.100,8.100
2019-01-02 07:30:00,0.000,0.000,7.800,7.800
2019-01-02 07:45:00,0.000,0.000,8.700,8.700
2019-01-02 08:00:00,0.000,0.000,7.500,7.500
2019-01-02 08:15:00,0.000,0.000,7.800,7.800
2019-01-02 08:30:00,0.300,0.000,7.800,8.100
2019-01-02 08:45:00,1.800,0.000,6.300,8.100
2019-01-02 09:00:00,3.000,0.000,5.100,8.100
2019-01-02 09:15:00,4.500,0.000,3.600,8.100
2019-01-02 09:30:00,7.200,0.000,1.500,8.700
2019-01-02 09:45:00,9.300,1.200,0.000,8.100
2019-01-02 10:00:00,8.700,0.900,0.000,7.800
2019-01-02 10:15:00,10.500,2.400,0.000,8.100
2019-01-02 10:30:00,15.000,7.200,0.000,7.800
2019-01-02 10:45:00,21.300,13.200,0.000,8.100
2019-01-02 11:00:00,32.100,23.100,0.000,9.000
2019-01-02 11:15:00,32.400,24.300,0.000,8.100
2019-01-02 11:30:00,28.800,21.000,0.000,7.800
2019-01-02 11:45:00,32.400,24.300,0.000,8.100
2019-01-02 12:00:00,16.800,9.000,0.000,7.800
2019-01-02 12:15:00,28.200,20.100,0.000,8.100
2019-01-02 12:30:00,35.100,26.100,0.000,9.000
2019-01-02 12:45:00,46.500,38.700,0.000,7.800
2019-01-02 13:00:00,47.100,39.000,0.000,8.100
2019-01-02 13:15:00,52.200,44.100,0.000,8.100
2019-01-02 13:30:00,38.100,30.300,0.000,7.800
2019-01-02 13:45:00,28.800,20.700,0.000,8.100
2019-01-02 14:00:00,19.800,10.800,0.000,9.000
2019-01-02 14:15:00,21.900,14.100,0.000,7.800
2019-01-02 14:30:00,21.600,13.500,0.000,8.100
2019-01-02 14:45:00,21.600,13.800,0.000,7.800
2019-01-02 15:00:00,27.900,20.100,0.000,7.800
2019-01-02 15:15:00,14.100,6.000,0.000,8.100
2019-01-02 15:30:00,8.400,0.600,0.000,7.800
2019-01-02 15:45:00,6.600,0.000,2.400,9.000
2019-01-02 16:00:00,7.800,0.300,0.000,7.500
2019-01-02 16:15:00,6.000,0.000,1.800,7.800
2019-01-02 16:30:00,3.900,0.000,3.900,7.800
2019-01-02 16:45:00,0.300,0.000,7.500,7.800
2019-01-02 17:00:00,0.000,0.000,8.100,8.100
2019-01-02 17:15:00,0.000,0.000,8.400,8.400
2019-01-02 17:30:00,0.000,0.000,8.100,8.100
2019-01-02 17:45:00,0.000,0.000,7.800,7.800
2019-01-02 18:00:00,0.000,0.000,8.100,8.100
2019-01-02 18:15:00,0.000,0.000,7.800,7.800
2019-01-02 18:30:00,0.000,0.000,7.800,7.800
2019-01-02 18:45:00,0.000,0.000,7.800,7.800
2019-01-02 19:00:00,0.000,0.000,8.100,8.100
2019-01-02 19:15:00,0.000,0.000,7.500,7.500
2019-01-02 19:30:00,0.000,0.000,7.200,7.200
2019-01-02 19:45:00,0.000,0.000,7.500,7.500
2019-01-02 20:00:00,0.000,0.000,7.500,7.500
2019-01-02 20:15:00,0.000,0.000,5.400,5.400
2019-01-02 20:30:00,0.000,0.000,6.000,6.000
2019-01-02 20:45:00,0.000,0.000,5.700,5.700
2019-01-02 21:00:00,0.000,0.000,6.000,6.000
2019-01-02 21:15:00,0.000,0.000,5.700,5.700
2019-01-02 21:30:00,0.000,0.000,5.700,5.700
2019-01-02 21:45:00,0.000,0.000,5.700,5.700
2019-01-02 22:00:00,0.000,0.000,5.700,5.700
2019-01-02 22:15:00,0.000,0.000,5.700,5.700
2019-01-02 22:30:00,0.000,0.000,5.700,5.700
2019-01-02 22:45:00,0.000,0.000,5.700,5.700
2019-01-02 23:00:00,0.000,0.000,5.700,5.700
2019-01-02 23:15:00,0.000,0.000,5.700,5.700
2019-01-02 23:30:00,0.000,0.000,5.700,5.700
2019-01-02 23:45:00,0.000,0.000,5.400,5.400
2019-01-03 00:00:00,0.000,0.000,5.700,5.700
2019-01-03 00:15:00,0.000,0.000,5.400,5.400
2019-01-03 00:30:00,0.000,0.000,5.700,5.700
2019-01-03 00:45:00,0.000,0.000,5.400,5.400
2019-01-03 01:00:00,0.000,0.000,5.400,5.400
2019-01-03 01:15:00,0.000,0.000,5.700,5.700
2019-01-03 01:30:00,0.000,0.000,5.700,5.700
2019-01-03 01:45:00,0.000,0.000,5.700,5.700
2019-01-03 02:00:00,0.000,0.000,6.000,6.000
2019-01-03 02:15:00,0.000,0.000,5.400,5.400
2019-01-03 02:30:00,0.000,0.000,5.400,5.400
2019-01-03 02:45:00,0.000,0.000,5.700,5.700
2019-01-03 03:00:00,0.000,0.000,5.700,5.700
2019-01-03 03:15:00,0.000,0.000,5.700,5.700
2019-01-03 03:30:00,0.000,0.000,5.700,5.700
2019-01-03 03:45:00,0.000,0.000,5.400,5.400
2019-01-03 04:00:00,0.000,0.000,6.000,6.000
2019-01-03 04:15:00,0.000,0.000,5.700,5.700
2019-01-03 04:30:00,0.000,0.000,5.400,5.400
2019-01-03 04:45:00,0.000,0.000,5.700,5.700
2019-01-03 05:00:00,0.000,0.000,6.000,6.000
2019-01-03 05:15:00,0.000,0.000,5.700,5.700
2019-01-03 05:30:00,0.000,0.000,6.000,6.000
2019-01-03 05:45:00,0.000,0.000,6.000,6.000
2019-01-03 06:00:00,0.000,0.000,5.700,5.700
2019-01-03 06:15:00,0.000,0.000,10.200,10.200
2019-01-03 06:30:00,0.000,0.000,7.800,7.800
2019-01-03 06:45:00,0.000,0.000,9.600,9.600
2019-01-03 07:00:00,0.000,0.000,10.500,10.500
2019-01-03 07:15:00,0.000,0.000,12.600,12.600
2019-01-03 07:30:00,0.000,0.000,21.000,21.000
2019-01-03 07:45:00,0.000,0.000,24.000,24.000
2019-01-03 08:00:00,0.000,0.000,26.100,26.100
2019-01-03 08:15:00,0.000,0.000,27.900,27.900
2019-01-03 08:30:00,0.300,0.000,33.900,34.200
2019-01-03 08:45:00,1.500,0.000,34.800,36.300
2019-01-03 09:00:00,2.700,0.000,28.200,30.900
2019-01-03 09:15:00,4.800,0.000,32.400,37.200
2019-01-03 09:30:00,8.700,0.000,27.600,36.300
2019-01-03 09:45:00,12.300,0.000,15.600,27.900
2019-01-03 10:00:00,15.300,0.000,12.900,28.200
2019-01-03 10:15:00,16.800,0.000,9.000,25.800
2019-01-03 10:30:00,21.000,0.000,6.000,27.000
2019-01-03 10:45:00,24.300,0.000,6.000,30.300
2019-01-03 11:00:00,27.900,0.000,3.000,30.900
2019-01-03 11:15:00,32.700,1.800,0.000,30.900
2019-01-03 11:30:00,39.300,9.600,0.000,29.700
2019-01-03 11:45:00,43.800,18.300,0.000,25.500
2019-01-03 12:00:00,52.800,28.200,0.000,24.600
2019-01-03 12:15:00,61.500,41.100,0.000,20.400
2019-01-03 12:30:00,56.400,45.600,0.000,10.800
2019-01-03 12:45:00,52.800,42.300,0.000,10.500
2019-01-03 13:00:00,37.500,24.300,0.000,13.200
2019-01-03 13:15:00,56.100,33.300,0.000,22.800
2019-01-03 13:30:00,19.800,0.000,1.500,21.300
2019-01-03 13:45:00,19.200,0.000,3.300,22.500
2019-01-03 14:00:00,18.900,0.000,5.400,24.300
2019-01-03 14:15:00,19.200,0.000,3.600,22.800
2019-01-03 14:30:00,18.900,0.000,4.500,23.400
2019-01-03 14:45:00,15.600,0.000,6.600,22.200
2019-01-03 15:00:00,17.700,0.000,6.900,24.600
2019-01-03 15:15:00,14.100,0.000,12.300,26.400
2019-01-03 15:30:00,9.300,0.000,18.600,27.900
2019-01-03 15:45:00,6.600,0.000,19.200,25.800
2019-01-03 16:00:00,4.500,0.000,18.300,22.800
2019-01-03 16:15:00,2.700,0.000,21.300,24.000
2019-01-03 16:30:00,1.200,0.000,21.900,23.100
2019-01-03 16:45:00,0.900,0.000,22.800,23.700
2019-01-03 17:00:00,0.000,0.000,20.700,20.700
2019-01-03 17:15:00,0.000,0.000,11.100,11.100
2019-01-03 17:30:00,0.000,0.000,11.100,11.100
2019-01-03 17:45:00,0.000,0.000,8.700,8.700
2019-01-03 18:00:00,0.000,0.000,9.900,9.900
2019-01-03 18:15:00,0.000,0.000,11.100,11.100
2019-01-03 18:30:00,0.000,0.000,8.400,8.400
2019-01-03 18:45:00,0.000,0.000,7.800,7.800
2019-01-03 19:00:00,0.000,0.000,7.800,7.800
2019-01-03 19:15:00,0.000,0.000,7.500,7.500
2019-01-03 19:30:00,0.000,0.000,7.200,7.200
2019-01-03 19:45:00,0.000,0.000,7.500,7.500
2019-01-03 20:00:00,0.000,0.000,7.200,7.200
2019-01-03 20:15:00,0.000,0.000,5.700,5.700
2019-01-03 20:30:00,0.000,0.000,6.300,6.300
2019-01-03 20:45:00,0.000,0.000,6.000,6.000
2019-01-03 21:00:00,0.000,0.000,6.300,6.300
2019-01-03 21:15:00,0.000,0.000,6.300,6.300
2019-01-03 21:30:00,0.000,0.000,6.000,6.000
2019-01-03 21:45:00,0.000,0.000,6.000,6.000
2019-01-03 22:00:00,0.000,0.000,6.300,6.300
2019-01-03 22:15:00,0.000,0.000,6.300,6.300
2019-01-03 22:30:00,0.000,0.000,5.700,5.700
2019-01-03 22:45:00,0.000,0.000,6.000,6.000
2019-01-03 23:00:00,0.000,0.000,6.300,6.300
2019-01-03 23:15:00,0.000,0.000,6.000,6.000
2019-01-03 23:30:00,0.000,0.000,6.300,6.300
2019-01-03 23:45:00,0.000,0.000,6.000,6.000
2019-01-04 00:00:00,0.000,0.000,6.000,6.000
2019-01-04 00:15:00,0.000,0.000,6.000,6.000
2019-01-04 00:30:00,0.000,0.000,6.000,6.000
2019-01-04 00:45:00,0.000,0.000,5.700,5.700
2019-01-04 01:00:00,0.000,0.000,6.300,6.300
2019-01-04 01:15:00,0.000,0.000,5.700,5.700
2019-01-04 01:30:00,0.000,0.000,6.000,6.000
2019-01-04 01:45:00,0.000,0.000,6.000,6.000
2019-01-04 02:00:00,0.000,0.000,6.300,6.300
2019-01-04 02:15:00,0.000,0.000,6.000,6.000
2019-01-04 02:30:00,0.000,0.000,6.000,6.000
2019-01-04 02:45:00,0.000,0.000,6.300,6.300
2019-01-04 03:00:00,0.000,0.000,5.700,5.700
2019-01-04 03:15:00,0.000,0.000,6.000,6.000
2019-01-04 03:30:00,0.000,0.000,6.000,6.000
2019-01-04 03:45:00,0.000,0.000,6.000,6.000
2019-01-04 04:00:00,0.000,0.000,6.000,6.000
2019-01-04 04:15:00,0.000,0.000,5.700,5.700
2019-01-04 04:30:00,0.000,0.000,6.000,6.000
2019-01-04 04:45:00,0.000,0.000,6.000,6.000
2019-01-04 05:00:00,0.000,0.000,6.300,6.300
2019-01-04 05:15:00,0.000,0.000,6.300,6.300
2019-01-04 05:30:00,0.000,0.000,6.600,6.600
2019-01-04 05:45:00,0.000,0.000,6.300,6.300
2019-01-04 06:00:00,0.000,0.000,6.300,6.300
2019-01-04 06:15:00,0.000,0.000,10.800,10.800
2019-01-04 06:30:00,0.000,0.000,8.100,8.100
2019-01-04 06:45:00,0.000,0.000,7.800,7.800
2019-01-04 07:00:00,0.000,0.000,9.900,9.900
2019-01-04 07:15:00,0.000,0.000,12.600,12.600
2019-01-04 07:30:00,0.000,0.000,20.400,20.400
2019-01-04 07:45:00,0.000,0.000,22.500,22.500
2019-01-04 08:00:00,0.000,0.000,27.900,27.900
2019-01-04 08:15:00,0.000,0.000,34.500,34.500
2019-01-04 08:30:00,0.000,0.000,41.400,41.400
2019-01-04 08:45:00,1.500,0.000,41.100,42.600
2019-01-04 09:00:00,3.300,0.000,31.800,35.100
2019-01-04 09:15:00,5.100,0.000,33.900,39.000
2019-01-04 09:30:00,7.500,0.000,37.200,44.700
2019-01-04 09:45:00,7.200,0.000,30.300,37.500
2019-01-04 10:00:00,7.500,0.000,25.800,33.300
2019-01-04 10:15:00,8.700,0.000,25.200,33.900
2019-01-04 10:30:00,11.400,0.000,23.100,34.500
2019-01-04 10:45:00,12.900,0.000,26.400,39.300
2019-01-04 11:00:00,14.100,0.000,26.100,40.200
2019-01-04 11:15:00,19.800,0.000,18.300,38.100
2019-01-04 11:30:00,31.200,0.000,3.300,34.500
2019-01-04 11:45:00,41.100,0.600,0.000,40.500
2019-01-04 12:00:00,45.000,10.800,0.000,34.200
2019-01-04 12:15:00,45.900,27.600,0.000,18.300
2019-01-04 12:30:00,46.200,33.000,0.000,13.200
2019-01-04 12:45:00,47.100,33.300,0.000,13.800
2019-01-04 13:00:00,51.900,36.000,0.000,15.900
2019-01-04 13:15:00,58.200,25.200,0.000,33.000
2019-01-04 13:30:00,46.800,13.800,0.000,33.000
2019-01-04 13:45:00,33.900,0.000,0.600,34.500
2019-01-04 14:00:00,29.700,0.000,3.300,33.000
2019-01-04 14:15:00,34.500,0.000,1.200,35.700
2019-01-04 14:30:00,33.300,2.700,0.000,30.600
2019-01-04 14:45:00,28.500,0.000,3.300,31.800
2019-01-04 15:00:00,19.800,0.000,12.900,32.700
2019-01-04 15:15:00,25.800,0.000,8.100,33.900
2019-01-04 15:30:00,18.000,0.000,11.100,29.100
2019-01-04 15:45:00,9.900,0.000,9.000,18.900
2019-01-04 16:00:00,7.500,0.000,4.200,11.700
2019-01-04 16:15:00,6.600,0.000,4.200,10.800
2019-01-04 16:30:00,4.200,0.000,7.200,11.400
2019-01-04 16:45:00,1.800,0.000,8.100,9.900
2019-01-04 17:00:00,0.000,0.000,8.700,8.700
2019-01-04 17:15:00,0.000,0.000,9.000,9.000
2019-01-04 17:30:00,0.000,0.000,9.000,9.000
2019-01-04 17:45:00,0.000,0.000,8.100,8.100
2019-01-04 18:00:00,0.000,0.000,7.500,7.500
2019-01-04 18:15:00,0.000,0.000,8.100,8.100
2019-01-04 18:30:00,0.000,0.000,7.500,7.500
2019-01-04 18:45:00,0.000,0.000,7.800,7.800
2019-01-04 19:00:00,0.000,0.000,7.800,7.800
2019-01-04 19:15:00,0.000,0.000,7.200,7.200
2019-01-04 19:30:00,0.000,0.000,7.800,7.800
2019-01-04 19:45:00,0.000,0.000,7.800,7.800
2019-01-04 20:00:00,0.000,0.000,7.800,7.800
2019-01-04 20:15:00,0.000,0.000,6.000,6.000
2019-01-04 20:30:00,0.000,0.000,6.000,6.000
2019-01-04 20:45:00,0.000,0.000,6.000,6.000
2019-01-04 21:00:00,0.000,0.000,6.000,6.000
2019-01-04 21:15:00,0.000,0.000,6.000,6.000
2019-01-04 21:30:00,0.000,0.000,6.300,6.300
2019-01-04 21:45:00,0.000,0.000,6.000,6.000
2019-01-04 22:00:00,0.000,0.000,5.700,5.700
2019-01-04 22:15:00,0.000,0.000,6.000,6.000
2019-01-04 22:30:00,0.000,0.000,6.000,6.000
2019-01-04 22:45:00,0.000,0.000,6.000,6.000
2019-01-04 23:00:00,0.000,0.000,5.700,5.700
2019-01-04 23:15:00,0.000,0.000,6.000,6.000
2019-01-04 23:30:00,0.000,0.000,6.000,6.000
2019-01-04 23:45:00,0.000,0.000,6.000,6.000
2019-01-05 00:00:00,0.000,0.000,6.000,6.000
2019-01-05 00:15:00,0.000,0.000,5.700,5.700
2019-01-05 00:30:00,0.000,0.000,6.000,6.000
2019-01-05 00:45:00,0.000,0.000,5.700,5.700
2019-01-05 01:00:00,0.000,0.000,6.000,6.000
2019-01-05 01:15:00,0.000,0.000,5.700,5.700
2019-01-05 01:30:00,0.000,0.000,6.000,6.000
2019-01-05 01:45:00,0.000,0.000,5.700,5.700
2019-01-05 02:00:00,0.000,0.000,6.000,6.000
2019-01-05 02:15:00,0.000,0.000,6.000,6.000
2019-01-05 02:30:00,0.000,0.000,6.000,6.000
2019-01-05 02:45:00,0.000,0.000,5.700,5.700
2019-01-05 03:00:00,0.000,0.000,6.000,6.000
2019-01-05 03:15:00,0.000,0.000,5.700,5.700
2019-01-05 03:30:00,0.000,0.000,6.000,6.000
2019-01-05 03:45:00,0.000,0.000,5.700,5.700
2019-01-05 04:00:00,0.000,0.000,6.000,6.000
2019-01-05 04:15:00,0.000,0.000,6.000,6.000
2019-01-05 04:30:00,0.000,0.000,5.700,5.700
2019-01-05 04:45:00,0.000,0.000,5.700,5.700
2019-01-05 05:00:00,0.000,0.000,6.300,6.300
2019-01-05 05:15:00,0.000,0.000,5.700,5.700
2019-01-05 05:30:00,0.000,0.000,6.000,6.000
2019-01-05 05:45:00,0.000,0.000,6.300,6.300
2019-01-05 06:00:00,0.000,0.000,6.000,6.000
2019-01-05 06:15:00,0.000,0.000,6.000,6.000
2019-01-05 06:30:00,0.000,0.000,6.000,6.000
2019-01-05 06:45:00,0.000,0.000,6.000,6.000
2019-01-05 07:00:00,0.000,0.000,6.000,6.000
2019-01-05 07:15:00,0.000,0.000,6.300,6.300
2019-01-05 07:30:00,0.000,0.000,6.000,6.000
2019-01-05 07:45:00,0.000,0.000,6.000,6.000
2019-01-05 08:00:00,0.000,0.000,6.300,6.300
2019-01-05 08:15:00,0.000,0.000,6.000,6.000
2019-01-05 08:30:00,0.000,0.000,6.000,6.000
2019-01-05 08:45:00,0.000,0.000,6.000,6.000
2019-01-05 09:00:00,0.300,0.000,6.300,6.600
2019-01-05 09:15:00,0.300,0.000,5.400,5.700
2019-01-05 09:30:00,0.600,0.000,5.400,6.000
2019-01-05 09:45:00,0.600,0.000,5.400,6.000
2019-01-05 10:00:00,0.600,0.000,5.400,6.000
2019-01-05 10:15:00,0.300,0.000,5.700,6.000
2019-01-05 10:30:00,0.600,0.000,5.100,5.700
2019-01-05 10:45:00,0.600,0.000,5.700,6.300
2019-01-05 11:00:00,0.600,0.000,5.400,6.000
2019-01-05 11:15:00,0.300,0.000,5.700,6.000
2019-01-05 11:30:00,0.600,0.000,5.400,6.000
2019-01-05 11:45:00,0.000,0.000,6.300,6.300
2019-01-05 12:00:00,0.600,0.000,5.700,6.300
2019-01-05 12:15:00,0.600,0.000,6.900,7.500
2019-01-05 12:30:00,0.300,0.000,5.700,6.000
2019-01-05 12:45:00,0.300,0.000,5.700,6.000
2019-01-05 13:00:00,0.300,0.000,6.000,6.300
2019-01-05 13:15:00,0.000,0.000,6.000,6.000
2019-01-05 13:30:00,0.300,0.000,5.700,6.000
2019-01-05 13:45:00,0.000,0.000,6.300,6.300
2019-01-05 14:00:00,0.000,0.000,6.000,6.000
2019-01-05 14:15:00,0.000,0.000,6.300,6.300
2019-01-05 14:30:00,0.000,0.000,6.000,6.000
2019-01-05 14:45:00,0.000,0.000,6.000,6.000
2019-01-05 15:00:00,0.000,0.000,6.000,6.000
2019-01-05 15:15:00,0.000,0.000,6.000,6.000
2019-01-05 15:30:00,0.000,0.000,6.000,6.000
2019-01-05 15:45:00,0.000,0.000,6.300,6.300
2019-01-05 16:00:00,0.000,0.000,6.000,6.000
2019-01-05 16:15:00,0.000,0.000,6.300,6.300
2019-01-05 16:30:00,0.000,0.000,6.000,6.000
2019-01-05 16:45:00,0.000,0.000,6.000,6.000
2019-01-05 17:00:00,0.000,0.000,6.000,6.000
2019-01-05 17:15:00,0.000,0.000,6.300,6.300
2019-01-05 17:30:00,0.000,0.000,6.300,6.300
2019-01-05 17:45:00,0.000,0.000,6.900,6.900
2019-01-05 18:00:00,0.000,0.000,6.600,6.600
2019-01-05 18:15:00,0.000,0.000,6.000,6.000
2019-01-05 18:30:00,0.000,0.000,6.300,6.300
2019-01-05 18:45:00,0.000,0.000,5.700,5.700
2019-01-05 19:00:00,0.000,0.000,6.600,6.600
2019-01-05 19:15:00,0.000,0.000,6.000,6.000
2019-01-05 19:30:00,0.000,0.000,6.000,6.000
2019-01-05 19:45:00,0.000,0.000,6.300,6.300
2019-01-05 20:00:00,0.000,0.000,5.700,5.700
2019-01-05 20:15:00,0.000,0.000,6.300,6.300
2019-01-05 20:30:00,0.000,0.000,6.000,6.000
2019-01-05 20:45:00,0.000,0.000,6.000,6.000
2019-01-05 21:00:00,0.000,0.000,6.300,6.300
2019-01-05 21:15:00,0.000,0.000,6.300,6.300
2019-01-05 21:30:00,0.000,0.000,6.000,6.000
2019-01-05 21:45:00,0.000,0.000,6.000,6.000
2019-01-05 22:00:00,0.000,0.000,6.300,6.300
2019-01-05 22:15:00,0.000,0.000,6.000,6.000
2019-01-05 22:30:00,0.000,0.000,6.000,6.000
2019-01-05 22:45:00,0.000,0.000,6.000,6.000
2019-01-05 23:00:00,0.000,0.000,6.000,6.000
2019-01-05 23:15:00,0.000,0.000,6.000,6.000
2019-01-05 23:30:00,0.000,0.000,5.700,5.700
2019-01-05 23:45:00,0.000,0.000,6.300,6.300
